seed,spearman,mi,jaccard_q85,enrichment_q85,ridge_frac,high_grad_frac_q85,elapsed_s,full_regen
1234,0.6178577873069914,0.6594321548628959,0.04005006257817265,4.023087742731102,0.010223765432098766,0.15007716049382716,1.2700769901275635,True
2024,0.43139702974147925,0.5653232313704769,0.030188679245245046,3.900432628511786,0.007908950617283951,0.15007716049382716,1.2494556903839111,True
314159,0.5845533031565042,0.6282103121083629,0.027812895069497075,4.188321703382587,0.006751543209876543,0.15007716049382716,1.233382225036621,True
271828,0.5279505907105372,0.5906135670161625,0.04627249357320531,6.663239073590622,0.006944444444444444,0.15007716049382716,1.2377400398254395,True
8675309,0.6387120806404438,0.6297091213925217,0.053097345132676235,5.088291656449594,0.010609567901234568,0.15007716049382716,1.254060983657837,True
